id,cn,l,l160,l320,prov,can,organic,grass,btest,bfree,rp
335,-18.77097240757373,3.83565529161202,3.594243782381684,3.340762729337358,5.481127519389633,4.482379209431995,-1.811490319830113,.7009416918700179,1.319888365879468,2.39249451818778,1
337,-7.745126971534175,4.467359914819891,4.112298613702974,2.826809075969326,5.20202476418121,4.50969117732157,-.4081486209306837,-.2681352809474158,1.249331751403137,4.291849393002889,1
338,-18.99510496114901,3.665451303674695,3.763596408343394,3.582543178629272,5.18225196731239,4.463786426384322,.000548406627668,-.4308197228487768,.5250243136588179,3.393184809423418,1
339,-18.41371695584874,4.066629447846809,3.904516341870066,3.402459514900682,5.312560694384575,4.396795691876394,.5226477304364923,1.361190863017468,2.002489826484635,2.716823239018502,1
344,4.898997424507117,4.011705173408513,3.978595155548624,3.383728566358522,5.248381915952641,4.455539533838015,-.1290808430240843,.2173054113334729,1.319201660337233,2.19164038816398,1
345,-7.457531121991077,4.85458056864665,3.950251120285004,2.707363747180214,5.370458959940392,4.417498395834242,-.0946915759506278,.6435482190100624,2.169905206715363,3.348799457628645,1
346,-6.435639059381526,4.924327759359108,3.987662871228802,3.431976026716744,5.1607560416998,4.477828519161901,3.392710953333662,-.3368711691865571,1.533042447993023,1.977358961713319,1
348,-19.25071347402005,3.148498248343849,4.591677602933327,3.504585226365105,5.257219596043232,4.460447231378655,2.688873844829974,-2.194351790872461,1.803046224280809,1.581443566863912,1
349,-16.95206695047626,3.868429557953111,4.12804992572531,3.970691731711029,5.213896062385705,4.454656559401412,1.512853815823532,3.791636117787461,.9233005934573673,2.897781919513263,1
350,1.217968970306114,4.258059202967319,3.917399536350502,4.361501710982137,5.273450292573007,4.410973814693848,1.602821970669608,1.780797452028985,1.116903675376863,4.139802074808145,1
